,host_is_superhost,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,shared_bathrooms,private_bathrooms
7648,f,Friedrichshain-Kreuzberg,52.51526,13.46225,Entire home/apt,2,1,1,145.0,5,200,24,35,35,7,4.71,4.86,4.57,4.86,4.86,5.0,4.43,f,0.0,1.0
7649,f,Tempelhof - Schöneberg,52.484,13.38075,Entire home/apt,2,1,1,75.0,2,42,26,56,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
7650,f,Mitte,52.52569,13.40381,Entire home/apt,2,1,1,85.0,93,1125,27,57,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
7651,t,Pankow,52.54798,13.42601,Entire home/apt,4,1,2,112.0,3,200,12,36,66,160,4.75,4.83,4.74,4.84,4.86,4.81,4.55,f,0.0,1.0
7652,t,Mitte,52.51742,13.41828,Entire home/apt,3,1,2,72.0,3,1120,0,2,4,168,4.82,4.82,4.67,4.89,4.91,4.9,4.73,t,0.0,1.0
7653,f,Charlottenburg-Wilm.,52.49877,13.2937,Private room,1,1,1,38.0,2,1000,0,0,0,12,4.92,4.92,4.83,4.92,4.92,5.0,4.92,f,1.0,0.0
7654,f,Friedrichshain-Kreuzberg,52.50225,13.43893,Private room,2,1,1,75.0,4,30,0,0,0,9,4.88,4.88,5.0,4.88,4.88,5.0,4.5,f,0.0,1.0
7655,f,Friedrichshain-Kreuzberg,52.49604,13.43637,Private room,2,1,1,45.0,3,1125,7,17,20,107,4.94,4.97,4.91,4.98,4.92,4.88,4.92,t,1.5,0.0
7656,f,Mitte,52.54313,13.37299,Private room,2,1,1,20.0,2,1125,0,0,0,5,5.0,4.8,4.6,5.0,5.0,4.8,4.8,f,1.0,0.0
7657,t,Pankow,52.53521,13.42834,Private room,2,1,1,51.0,2,14,2,5,6,359,4.89,4.93,4.94,4.96,4.92,4.87,4.82,t,0.0,1.0
7658,f,Friedrichshain-Kreuzberg,52.50651,13.37838,Entire home/apt,4,1,1,99.0,3,7,0,0,0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,0.0,1.0
7659,f,Mitte,52.51248,13.41602,Entire home/apt,2,1,1,33.0,7,14,0,0,0,2,4.0,5.0,4.0,5.0,4.0,5.0,5.0,f,0.0,1.0
7660,f,Charlottenburg-Wilm.,52.49976,13.29718,Entire home/apt,2,1,1,190.0,31,1125,27,57,87,8,5.0,5.0,5.0,5.0,5.0,5.0,4.88,f,0.0,2.5
7661,f,Friedrichshain-Kreuzberg,52.49632,13.38101,Private room,1,1,1,42.0,2,1125,2,16,25,50,4.92,4.94,4.78,5.0,4.98,4.98,4.84,f,1.0,0.0
7662,f,Friedrichshain-Kreuzberg,52.51813,13.45309,Entire home/apt,2,1,1,74.0,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
7663,t,Friedrichshain-Kreuzberg,52.49402,13.42914,Entire home/apt,5,1,4,169.0,1,1125,8,30,53,334,4.95,4.96,4.92,4.96,4.96,4.96,4.8,t,0.0,1.5
7664,f,Friedrichshain-Kreuzberg,52.48921,13.37553,Private room,2,1,1,45.0,10,1125,0,0,0,1,0.0,3.884765792568997,3.7658480907581375,3.907018272425248,3.908782512451569,3.8565921517059714,3.77536720426385,f,0.0,1.0
7665,f,Pankow,52.54607,13.41635,Entire home/apt,3,1,1,84.0,2,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
7667,f,Friedrichshain-Kreuzberg,52.52606,13.45021,Entire home/apt,2,1,1,78.0,3,1125,0,0,0,23,4.8,4.75,4.7,4.85,4.6,4.6,4.6,f,0.0,1.0
7668,f,Tempelhof - Schöneberg,52.49186,13.34768,Private room,2,1,1,30.0,4,9,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1.0,0.0
7669,f,Pankow,52.54034,13.42138,Entire home/apt,2,1,1,90.0,2,30,0,0,0,34,4.81,4.94,4.84,5.0,5.0,4.9,4.55,f,0.0,1.0
7670,f,Pankow,52.53431,13.43689,Private room,2,1,1,39.0,3,1125,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1.0,0.0
7671,f,Tempelhof - Schöneberg,52.46814,13.38229,Private room,2,1,1,19.0,28,28,6,20,31,5,5.0,5.0,4.25,4.5,5.0,4.5,4.75,f,1.0,0.0
7673,t,Charlottenburg-Wilm.,52.50895,13.30779,Entire home/apt,2,1,1,156.0,3,1125,15,15,15,30,4.77,4.87,4.7,4.77,4.8,4.87,4.6,f,0.0,1.0
7674,f,Lichtenberg,52.51366,13.49058,Entire home/apt,3,1,1,100.0,1,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
7675,f,Lichtenberg,52.51241,13.49197,Private room,2,1,1,50.0,1,6,0,0,0,5,5.0,4.8,4.2,5.0,4.8,4.6,4.8,f,1.0,0.0
7676,f,Charlottenburg-Wilm.,52.49127,13.27256,Private room,2,1,1,36.0,1,1,0,0,0,25,4.92,4.92,5.0,5.0,5.0,4.8,4.88,f,0.0,1.0
7677,t,Marzahn - Hellersdorf,52.52402,13.63029,Private room,2,1,1,37.0,1,30,11,16,34,73,4.89,4.92,4.92,4.9,4.89,4.36,4.9,t,2.0,0.0
7678,f,Steglitz - Zehlendorf,52.43742,13.30625,Entire home/apt,4,2,2,71.0,5,1125,19,49,79,6,4.5,4.5,4.83,5.0,5.0,4.5,4.17,f,0.0,1.0
7679,f,Steglitz - Zehlendorf,52.44205,13.31516,Entire home/apt,2,1,1,73.0,5,1125,0,0,0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
7680,f,Neukölln,52.4863,13.44883,Private room,2,1,1,33.0,2,1125,0,0,0,13,4.82,4.82,4.73,4.91,4.82,4.55,4.55,f,1.0,0.0
7681,t,Pankow,52.55659,13.42883,Private room,2,1,1,25.0,2,8,4,4,15,32,4.74,4.84,4.58,4.84,4.94,4.81,4.65,f,1.0,0.0
7682,f,Neukölln,52.48302,13.43046,Private room,2,1,1,40.0,2,14,0,0,0,11,4.73,4.91,4.64,5.0,5.0,4.73,4.91,t,1.0,0.0
7683,f,Mitte,52.55787,13.39314,Private room,2,1,1,18.0,3,14,0,0,0,4,5.0,5.0,4.5,5.0,5.0,4.5,4.75,t,0.0,1.0
7685,f,Tempelhof - Schöneberg,52.48936,13.37011,Entire home/apt,4,1,1,50.0,2,1125,0,0,0,12,4.8,4.8,4.6,4.9,4.9,4.8,5.0,f,0.0,1.0
7686,f,Neukölln,52.47095,13.45196,Private room,2,1,1,25.0,2,30,0,0,0,3,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,1.0,0.0
7687,f,Pankow,52.56492,13.39411,Entire home/apt,6,3,5,169.0,3,30,0,0,0,10,4.9,4.9,4.8,5.0,5.0,4.9,5.0,f,0.0,2.0
7688,f,Treptow - Köpenick,52.43683,13.54338,Entire home/apt,6,2,4,59.0,5,1125,14,14,14,14,4.57,4.93,4.57,4.93,4.93,4.79,4.64,f,0.0,1.0
7689,f,Treptow - Köpenick,52.43873,13.54177,Private room,6,1,2,63.0,2,1125,20,50,80,3,4.33,4.0,4.33,4.0,4.67,4.67,4.33,f,1.0,0.0
7690,t,Friedrichshain-Kreuzberg,52.50898,13.45483,Entire home/apt,3,1,2,149.0,3,29,13,38,68,45,4.74,4.86,4.86,4.74,4.81,4.98,4.6,f,0.0,1.0
7691,f,Charlottenburg-Wilm.,52.49652862548828,13.312649726867676,Entire home/apt,4,2,2,122.0,1,60,19,49,79,28,4.36,4.71,4.46,4.64,4.68,4.93,4.18,t,0.0,1.5
7692,f,Mitte,52.52187,13.35768,Entire home/apt,6,2,3,67.0,4,1125,5,28,58,180,4.48,4.57,4.34,4.84,4.76,4.7,4.36,t,0.0,1.0
7693,f,Treptow - Köpenick,52.48142,13.47006,Private room,2,1,1,77.0,2,30,10,29,59,12,4.75,4.83,4.25,4.75,4.92,4.67,4.75,f,1.0,0.0
7694,t,Neukölln,52.48287,13.42403,Entire home/apt,4,2,2,88.0,20,500,1,18,28,31,5.0,4.97,4.97,4.9,5.0,4.84,4.94,f,0.0,1.5
7695,f,Lichtenberg,52.52486,13.48197,Entire home/apt,3,1,1,38.0,2,1125,0,0,0,12,3.92,4.25,3.75,4.25,4.5,4.17,4.08,f,0.0,1.0
7696,f,Friedrichshain-Kreuzberg,52.49825,13.44722,Entire home/apt,4,1,2,35.0,7,1125,0,0,0,8,4.88,4.88,4.88,4.88,5.0,4.88,4.75,f,0.0,1.0
7697,t,Pankow,52.59122,13.39143,Entire home/apt,2,1,1,103.0,2,14,1,15,33,76,4.96,4.95,5.0,4.95,4.96,4.59,4.87,t,0.0,1.0
7698,t,Mitte,52.54127,13.3528,Entire home/apt,2,1,2,69.0,4,1125,0,0,1,86,4.9,4.98,4.87,4.97,4.97,4.85,4.8,t,0.0,1.0
7699,f,Neukölln,52.49188,13.42568,Entire home/apt,2,1,1,120.0,5,14,12,38,64,7,5.0,5.0,5.0,4.67,5.0,5.0,4.83,f,0.0,1.0
7700,f,Mitte,52.52273,13.38057,Entire home/apt,2,1,1,69.0,7,90,0,0,0,9,4.56,4.78,4.78,4.89,4.89,5.0,4.89,f,0.0,1.0
7701,t,Friedrichshain-Kreuzberg,52.51183,13.46657,Entire home/apt,4,1,1,139.0,3,1125,1,7,24,53,4.98,4.92,4.94,4.92,5.0,4.96,4.79,f,0.0,1.0
7703,f,Friedrichshain-Kreuzberg,52.51361,13.45956,Entire home/apt,2,1,1,90.0,2,9,0,1,1,21,5.0,5.0,5.0,4.95,4.95,4.95,4.81,f,0.0,1.0
7705,f,Friedrichshain-Kreuzberg,52.50804,13.43836,Entire home/apt,4,1,2,106.0,2,14,0,0,0,39,4.3,4.68,4.0,4.92,4.95,4.81,4.35,f,0.0,1.0
7706,f,Friedrichshain-Kreuzberg,52.49502,13.39798,Entire home/apt,5,2,5,126.0,1,14,5,24,48,304,4.75,4.76,4.83,4.93,4.95,4.84,4.65,f,0.0,1.0
7707,f,Spandau,52.53478,13.18302,Entire home/apt,4,2,4,57.0,92,180,0,0,19,6,4.83,5.0,5.0,5.0,5.0,5.0,4.83,f,0.0,1.0
7708,f,Lichtenberg,52.50158,13.48975,Private room,1,1,1,29.0,2,10,0,0,0,2,5.0,5.0,4.5,5.0,5.0,4.5,5.0,t,2.0,0.0
7709,f,Neukölln,52.47575,13.42667,Entire home/apt,2,1,1,113.0,3,90,7,23,29,85,4.92,4.94,4.85,4.92,4.95,4.82,4.67,t,0.0,1.0
7710,f,Friedrichshain-Kreuzberg,52.51486,13.45975,Entire home/apt,3,1,2,65.0,3,25,0,0,0,25,4.91,4.95,4.14,5.0,5.0,4.95,4.95,f,0.0,1.0
7711,f,Neukölln,52.47089,13.43063,Entire home/apt,3,1,2,80.0,7,28,0,0,0,6,5.0,4.83,4.67,4.83,4.83,4.83,5.0,f,0.0,1.0
7712,f,Spandau,52.54838,13.21224,Entire home/apt,6,2,3,220.0,1,1125,12,24,24,10,4.67,4.33,4.78,4.89,4.89,4.78,4.33,f,0.0,1.0
7713,f,Neukölln,52.47539,13.44973,Private room,2,1,1,18.0,5,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
7714,t,Mitte,52.51391,13.33821,Entire home/apt,2,1,1,79.0,183,1125,23,53,83,15,5.0,5.0,4.87,5.0,5.0,4.93,4.93,f,0.0,1.0
7715,f,Friedrichshain-Kreuzberg,52.49861,13.41587,Private room,2,1,1,30.0,2,7,0,0,0,7,5.0,4.86,4.43,5.0,5.0,4.86,4.86,f,1.0,0.0
7716,f,Charlottenburg-Wilm.,52.50759,13.30207,Entire home/apt,2,1,1,70.0,3,1125,0,0,0,4,4.75,4.75,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
7717,f,Pankow,52.54994,13.44009,Private room,1,1,1,120.0,5,365,12,12,12,1,5.0,5.0,4.0,5.0,5.0,4.0,5.0,f,0.0,1.0
7718,f,Friedrichshain-Kreuzberg,52.5053,13.4619,Entire home/apt,4,2,2,130.0,7,1125,0,0,0,35,4.94,4.94,4.91,5.0,5.0,4.94,4.91,f,0.0,2.0
7719,t,Pankow,52.53122,13.41364,Entire home/apt,2,1,1,146.0,4,30,16,46,76,68,4.96,4.99,4.91,4.93,5.0,4.99,4.74,f,0.0,1.0
7720,f,Mitte,52.51765,13.42428,Shared room,6,1,6,22.0,1,14,27,57,87,65,4.55,4.52,4.45,4.75,4.58,4.42,4.49,f,1.5,0.0
7721,f,Mitte,52.53675,13.4015,Private room,2,1,1,40.0,7,1125,0,0,30,8,4.67,4.83,4.83,4.5,5.0,5.0,4.83,f,0.0,1.0
7722,f,Pankow,52.56358,13.40207,Private room,1,1,1,80.0,7,1125,0,29,29,4,4.75,4.75,4.75,5.0,5.0,4.75,4.75,f,2.0,0.0
7723,t,Mitte,52.527012,13.332061,Entire home/apt,4,2,2,169.0,3,1125,17,36,60,99,4.85,4.82,4.61,4.91,4.93,4.8,4.73,t,0.0,1.5
7724,f,Mitte,52.55069,13.35758,Entire home/apt,2,1,2,60.0,1,5,0,0,0,6,4.5,4.83,4.0,4.83,4.67,4.17,4.33,f,0.0,1.0
7725,f,Pankow,52.54712,13.42104,Entire home/apt,5,2,3,140.0,5,1125,0,0,0,9,5.0,4.89,4.89,4.78,5.0,5.0,4.67,f,0.0,1.0
7726,f,Tempelhof - Schöneberg,52.4842,13.38465,Private room,2,1,1,75.0,3,7,15,24,24,17,5.0,5.0,5.0,5.0,5.0,4.94,5.0,f,1.5,0.0
7727,f,Pankow,52.54047,13.41497,Private room,2,1,1,45.0,2,20,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1.0,0.0
7728,f,Charlottenburg-Wilm.,52.51141,13.32064,Entire home/apt,2,1,1,128.0,3,1125,0,19,49,24,4.83,4.96,4.83,4.79,4.83,4.88,4.67,f,0.0,1.5
7729,f,Mitte,52.54205,13.39163,Private room,2,1,1,60.0,5,1125,0,0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,4.67,t,1.0,0.0
7730,t,Tempelhof - Schöneberg,52.48744,13.363,Entire home/apt,2,1,1,103.0,1,1125,2,6,6,44,4.86,4.88,4.88,4.86,4.98,4.77,4.67,f,0.0,1.0
7731,f,Friedrichshain-Kreuzberg,52.51434,13.44976,Private room,4,2,2,100.0,5,1125,0,0,0,6,4.83,5.0,4.5,4.83,5.0,5.0,4.83,f,0.0,1.0
7732,f,Friedrichshain-Kreuzberg,52.48806,13.40679,Private room,2,1,1,35.0,2,5,0,0,0,5,4.75,5.0,4.5,5.0,5.0,4.75,5.0,t,1.0,0.0
7733,f,Spandau,52.55604,13.18947,Entire home/apt,5,2,2,70.0,1,14,21,49,79,10,4.3,4.3,4.0,4.9,4.8,4.2,4.5,f,0.0,1.0
7734,f,Reinickendorf,52.58393,13.29547,Entire home/apt,5,2,2,140.0,2,1125,12,23,50,68,4.35,4.6,4.34,4.54,4.37,4.18,4.15,f,0.0,2.0
7735,f,Mitte,52.53015,13.34925,Entire home/apt,5,2,2,119.0,6,1125,2,2,2,11,5.0,5.0,5.0,5.0,5.0,4.73,4.73,f,0.0,2.0
7736,f,Pankow,52.56817,13.40104,Private room,3,1,2,50.0,1,30,0,0,0,10,5.0,5.0,5.0,5.0,4.9,4.8,4.8,t,1.0,0.0
7737,f,Spandau,52.53646,13.27294,Entire home/apt,2,1,1,30.0,1,1125,0,0,0,16,4.0,4.0,3.89,4.22,3.78,4.0,3.78,f,0.0,0.0
7738,f,Steglitz - Zehlendorf,52.46374,13.31721,Entire home/apt,2,1,2,109.0,2,99,5,5,19,77,4.75,4.87,4.87,4.95,4.87,4.69,4.64,t,0.0,1.0
7739,f,Friedrichshain-Kreuzberg,52.48569,13.38196,Private room,3,1,2,71.0,3,365,19,46,76,15,4.73,4.73,4.87,4.8,4.8,4.67,4.67,f,0.0,1.0
7740,f,Tempelhof - Schöneberg,52.48401,13.35507,Private room,1,1,1,34.0,6,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
7741,f,Steglitz - Zehlendorf,52.43535,13.27446,Private room,3,2,2,35.0,1,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1.5,0.0
7742,f,Tempelhof - Schöneberg,52.46122,13.38815,Private room,2,1,1,21.0,3,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
7743,f,Friedrichshain-Kreuzberg,52.51632,13.45871,Private room,2,1,1,60.0,1,14,7,21,33,152,4.89,4.93,4.96,4.92,4.77,4.91,4.75,t,1.0,0.0
7744,f,Mitte,52.55506,13.33933,Private room,2,1,1,30.0,3,10,0,0,0,6,4.17,4.33,3.67,4.33,4.33,4.33,4.33,f,1.0,0.0
7745,f,Friedrichshain-Kreuzberg,52.52502,13.45103,Entire home/apt,8,2,6,227.0,3,1125,15,40,67,95,4.74,4.83,4.64,4.93,4.91,4.64,4.6,t,0.0,1.5
7746,t,Friedrichshain-Kreuzberg,52.499,13.46164,Entire home/apt,2,1,2,100.0,5,1125,0,0,0,32,4.94,4.94,4.66,4.91,4.94,4.75,4.88,f,0.0,1.0
7747,t,Friedrichshain-Kreuzberg,52.49087,13.38541,Private room,2,1,1,102.0,1,1125,27,57,87,102,4.9,4.92,4.91,4.9,4.91,4.91,4.75,f,1.0,0.0
7748,f,Mitte,52.516,13.38977,Hotel room,2,1,1,153.0,1,365,26,53,82,29,4.62,4.79,4.97,4.86,4.79,5.0,4.59,t,0.0,1.0
7749,f,Mitte,52.516,13.38977,Hotel room,2,1,1,169.0,1,365,22,48,77,7,4.86,4.86,5.0,4.86,5.0,4.86,4.43,t,0.0,1.0
7750,t,Neukölln,52.4077,13.50374,Private room,2,1,1,32.0,1,1125,3,25,47,517,4.83,4.88,4.82,4.88,4.86,4.78,4.83,f,1.0,0.0
7751,f,Neukölln,52.48519,13.44784,Entire home/apt,3,2,1,75.0,4,365,10,10,10,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
7752,f,Friedrichshain-Kreuzberg,52.50166,13.37712,Private room,2,1,1,45.0,2,1125,0,0,0,4,4.75,5.0,4.5,5.0,5.0,5.0,4.25,f,1.0,0.0
7753,f,Mitte,52.50629,13.42318,Entire home/apt,2,1,2,120.0,4,90,29,59,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
7754,f,Tempelhof - Schöneberg,52.48611,13.34304,Private room,4,1,2,22.0,1,3,0,0,0,3,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,1.0,0.0
7755,f,Friedrichshain-Kreuzberg,52.50216,13.44024,Private room,1,1,1,60.0,1,30,12,32,56,80,4.94,4.95,4.89,4.98,4.99,4.95,4.93,f,1.0,0.0
7756,t,Marzahn - Hellersdorf,52.52403,13.62852,Private room,2,1,1,38.0,2,3,5,12,34,129,4.89,4.87,4.9,4.9,4.81,4.29,4.84,f,1.5,0.0
7757,t,Spandau,52.57319,13.21055,Entire home/apt,4,2,4,110.0,3,1125,0,0,0,39,4.92,4.95,4.95,4.9,4.82,4.77,4.69,t,0.0,2.0
7758,f,Neukölln,52.486,13.44787,Entire home/apt,3,1,1,143.0,1,10,0,0,0,6,5.0,5.0,5.0,5.0,4.8,4.4,4.8,f,0.0,1.0
7759,f,Charlottenburg-Wilm.,52.49367,13.28562,Private room,2,1,1,30.0,1,1125,0,0,0,60,4.73,4.85,4.3,4.95,4.85,4.92,4.67,t,1.5,0.0
7760,f,Mitte,52.516,13.38977,Hotel room,2,1,2,180.0,1,365,29,57,86,9,4.89,4.89,4.89,4.78,4.33,5.0,4.78,t,0.0,1.0
7761,f,Friedrichshain-Kreuzberg,52.49741,13.43953,Private room,1,3,1,30.0,1,7,0,0,0,2,4.0,5.0,3.0,5.0,5.0,5.0,4.0,t,1.0,0.0
7762,f,Mitte,52.53633,13.40233,Private room,2,1,2,73.0,2,14,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1.0,0.0
7763,t,Tempelhof - Schöneberg,52.47305,13.32157,Private room,1,1,1,50.0,7,85,27,57,67,23,5.0,4.91,5.0,4.87,5.0,4.7,4.74,f,0.0,1.0
7764,f,Mitte,52.516,13.38977,Hotel room,2,1,2,191.0,1,365,15,39,64,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.0,1.0
7765,f,Mitte,52.516,13.38977,Hotel room,2,1,2,229.0,1,365,15,40,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
7766,f,Pankow,52.53415,13.42305,Private room,2,1,1,80.0,4,1125,0,0,0,1,4.0,5.0,5.0,2.0,2.0,5.0,5.0,f,0.0,1.0
7767,f,Pankow,52.54842,13.41567,Entire home/apt,2,1,1,101.0,4,8,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
7768,t,Mitte,52.52302,13.3795,Entire home/apt,4,2,2,165.0,4,1125,16,26,26,153,4.86,4.92,4.84,4.8,4.66,4.9,4.78,t,0.0,1.5
7769,f,Charlottenburg-Wilm.,52.49867,13.29787,Private room,2,1,1,30.0,9,24,0,0,0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,1.0,0.0
7770,f,Neukölln,52.48034,13.44898,Entire home/apt,4,1,2,80.0,7,7,0,0,0,20,4.9,5.0,4.85,5.0,5.0,4.95,4.65,f,0.0,1.0
7771,f,Neukölln,52.47837,13.43208,Private room,2,1,1,50.0,3,20,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,0.0
7773,f,Friedrichshain-Kreuzberg,52.49053,13.41333,Private room,4,1,1,54.0,20,1125,0,0,0,3,4.5,4.5,4.5,3.5,4.5,4.5,4.5,t,1.0,0.0
7774,f,Friedrichshain-Kreuzberg,52.49661,13.44224,Entire home/apt,4,1,4,108.0,2,1125,22,48,78,177,4.69,4.87,4.66,4.93,4.98,4.68,4.7,f,0.0,1.0
7775,f,Neukölln,52.47315,13.44604,Entire home/apt,3,1,1,99.0,6,12,0,0,0,2,4.0,5.0,3.5,5.0,4.5,4.5,4.5,f,0.0,1.0
7776,f,Mitte,52.53335,13.37902,Entire home/apt,2,1,2,83.0,2,1125,0,0,0,7,5.0,5.0,5.0,5.0,5.0,4.83,5.0,t,0.0,1.0
7777,f,Charlottenburg-Wilm.,52.47054,13.29347,Entire home/apt,4,1,2,159.0,6,319,0,0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,0.0,1.0
7778,f,Mitte,52.54772,13.34435,Entire home/apt,4,1,4,130.0,3,50,5,28,49,7,4.67,5.0,5.0,4.83,4.83,4.5,4.33,t,0.0,1.0
7779,f,Treptow - Köpenick,52.4368,13.54321,Private room,4,1,1,49.0,2,1125,20,50,80,10,4.9,4.9,5.0,4.8,5.0,4.8,4.7,f,1.0,0.0
7780,f,Friedrichshain-Kreuzberg,52.50883,13.46733,Private room,2,1,1,30.0,3,1125,0,0,0,14,4.79,4.93,4.71,5.0,4.93,4.86,4.71,t,1.0,0.0
7781,f,Lichtenberg,52.50759,13.49662,Entire home/apt,5,2,2,75.0,2,12,0,0,0,2,5.0,5.0,4.0,5.0,5.0,4.0,5.0,t,0.0,1.0
7782,f,Lichtenberg,52.50254,13.48466,Private room,3,1,1,50.0,2,4,18,48,78,19,4.44,4.61,4.06,4.67,4.67,4.67,4.11,f,1.0,0.0
7783,f,Friedrichshain-Kreuzberg,52.49315,13.43364,Private room,3,3,3,150.0,1,1125,0,0,22,12,4.42,4.33,3.58,4.83,5.0,4.83,4.33,f,1.0,0.0
7784,f,Mitte,52.53168,13.39912,Entire home/apt,7,2,5,235.0,2,1125,13,28,52,134,4.46,4.6,4.33,4.67,4.56,4.78,4.3,f,0.0,2.0
7785,f,Lichtenberg,52.52529,13.48036,Entire home/apt,2,1,1,40.0,4,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
7786,f,Friedrichshain-Kreuzberg,52.52275,13.45164,Private room,3,1,2,45.0,20,1125,0,0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,0.0
7787,t,Tempelhof - Schöneberg,52.48073,13.36794,Private room,1,1,1,45.0,4,60,4,28,28,48,4.79,4.96,4.52,4.83,4.9,4.75,4.75,f,1.0,0.0
7788,f,Friedrichshain-Kreuzberg,52.50896,13.45583,Entire home/apt,2,1,1,60.0,2,9,0,0,0,9,4.88,4.88,4.75,4.5,4.88,4.88,4.75,f,0.0,1.0
7789,f,Friedrichshain-Kreuzberg,52.49436,13.43318,Private room,4,1,1,95.0,2,1125,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,2.5
7790,f,Mitte,52.55229,13.34051,Private room,2,1,1,25.0,2,1125,0,0,0,44,5.0,4.98,5.0,4.98,5.0,4.73,4.93,f,1.0,0.0
7791,f,Friedrichshain-Kreuzberg,52.49427,13.39376,Private room,2,1,1,50.0,4,21,0,0,0,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f,0.0,1.0
7792,f,Friedrichshain-Kreuzberg,52.49306,13.43864,Entire home/apt,3,1,1,65.0,2,2,3,5,9,9,4.71,5.0,4.57,4.86,5.0,4.86,4.71,t,0.0,1.0
7793,f,Mitte,52.55348,13.3884,Private room,2,1,1,35.0,3,10,0,0,0,1,5.0,4.0,5.0,4.0,5.0,5.0,4.0,f,1.0,0.0
7794,f,Steglitz - Zehlendorf,52.41632,13.28283,Private room,2,1,1,50.0,3,1125,19,37,67,19,4.89,4.84,5.0,5.0,5.0,4.53,4.84,f,0.0,1.0
7795,f,Friedrichshain-Kreuzberg,52.51006,13.47327,Entire home/apt,2,1,1,40.0,2,1125,0,0,0,9,4.56,4.56,4.0,4.33,4.44,4.33,4.44,t,0.0,1.0
7796,t,Steglitz - Zehlendorf,52.42566,13.33729,Private room,2,1,1,28.0,5,14,1,13,13,115,4.92,4.94,4.97,4.97,4.96,4.78,4.84,f,1.0,0.0
7797,f,Neukölln,52.45412,13.45119,Private room,2,1,1,30.0,2,6,0,0,0,6,4.5,5.0,4.17,5.0,5.0,5.0,5.0,f,1.0,0.0
7798,f,Charlottenburg-Wilm.,52.49757,13.33607,Private room,1,1,1,40.0,2,8,0,0,0,87,4.59,4.78,4.68,4.87,4.78,4.76,4.63,f,0.0,1.0
7799,f,Mitte,52.50231,13.35572,Private room,2,1,1,36.0,3,1125,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,0.0
7800,f,Mitte,52.52168,13.40577,Private room,1,1,1,30.0,92,360,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
7801,f,Pankow,52.54672,13.42775,Entire home/apt,2,1,1,80.0,2,7,0,18,48,11,4.45,4.73,4.18,4.82,4.73,4.73,4.27,f,0.0,1.0
7802,f,Mitte,52.55851,13.34325,Private room,1,1,1,27.0,2,12,0,0,0,9,4.44,4.89,4.44,4.56,4.56,4.33,4.33,f,1.0,0.0
7803,t,Friedrichshain-Kreuzberg,52.50428,13.41547,Entire home/apt,2,2,4,170.0,3,1125,17,42,64,47,4.96,4.96,4.83,4.89,4.91,4.94,4.83,f,0.0,1.0
